repeat,fold,n_train,n_test,fold_spearman,fold_mae,suite,endpoint,task,feature_set,fold_auroc,fold_balanced_accuracy
1,2,617,155,,,tcga_brca_hrd,hrd_binary_24,binary,burden_only,0.8494299128101945,0.7715459423205902
1,3,618,154,,,tcga_brca_hrd,hrd_binary_24,binary,burden_only,0.7719328016290514,0.7105888342100797
1,4,618,154,,,tcga_brca_hrd,hrd_binary_24,binary,burden_only,0.808248299319728,0.7654761904761904
1,5,618,154,,,tcga_brca_hrd,hrd_binary_24,binary,burden_only,0.741921768707483,0.6916666666666667
1,1,617,155,,,tcga_brca_hrd,hrd_binary_24,binary,locked_uga_sbs_exposure,0.7689470154258886,0.6951710261569417
1,2,617,155,,,tcga_brca_hrd,hrd_binary_24,binary,locked_uga_sbs_exposure,0.8678739101274313,0.7942655935613683
1,3,618,154,,,tcga_brca_hrd,hrd_binary_24,binary,locked_uga_sbs_exposure,0.8784999151535721,0.7819446801289666
1,4,618,154,,,tcga_brca_hrd,hrd_binary_24,binary,locked_uga_sbs_exposure,0.7639455782312925,0.6821428571428572
1,5,618,154,,,tcga_brca_hrd,hrd_binary_24,binary,locked_uga_sbs_exposure,0.823469387755102,0.7702380952380953
1,1,617,155,,,tcga_brca_hrd,hrd_binary_24,binary,locked_uga_sbs_id_exposure,0.8366867873910128,0.755281690140845
1,2,617,155,,,tcga_brca_hrd,hrd_binary_24,binary,locked_uga_sbs_id_exposure,0.8489268947015427,0.7850435949027499
1,3,618,154,,,tcga_brca_hrd,hrd_binary_24,binary,locked_uga_sbs_id_exposure,0.7724418801968438,0.7075343628033259
1,4,618,154,,,tcga_brca_hrd,hrd_binary_24,binary,locked_uga_sbs_id_exposure,0.8423469387755101,0.7773809523809524
1,5,618,154,,,tcga_brca_hrd,hrd_binary_24,binary,locked_uga_sbs_id_exposure,0.863265306122449,0.786904761904762
1,1,617,155,,,tcga_brca_hrd,hrd_binary_24,binary,standard_sbs_exposure,0.8890006706908116,0.8056673373574782
1,2,617,155,,,tcga_brca_hrd,hrd_binary_24,binary,standard_sbs_exposure,0.8777665995975855,0.7991281019450034
1,3,618,154,,,tcga_brca_hrd,hrd_binary_24,binary,standard_sbs_exposure,0.7972170371627355,0.7517393517732904
1,4,618,154,,,tcga_brca_hrd,hrd_binary_24,binary,standard_sbs_exposure,0.8219387755102041,0.7071428571428571
1,5,618,154,,,tcga_brca_hrd,hrd_binary_24,binary,standard_sbs_exposure,0.7576530612244899,0.6702380952380953
1,1,617,155,,,tcga_brca_hrd,hrd_binary_24,binary,standard_sbs_id_exposure,0.8574782025486251,0.767186452045607
1,2,617,155,,,tcga_brca_hrd,hrd_binary_24,binary,standard_sbs_id_exposure,0.8432260228034876,0.7861334674714957
1,3,618,154,,,tcga_brca_hrd,hrd_binary_24,binary,standard_sbs_id_exposure,0.7973867300186662,0.7507211946377057
1,4,618,154,,,tcga_brca_hrd,hrd_binary_24,binary,standard_sbs_id_exposure,0.8129251700680273,0.7392857142857143
1,5,618,154,,,tcga_brca_hrd,hrd_binary_24,binary,standard_sbs_id_exposure,0.8833333333333333,0.8119047619047619
1,1,617,155,,,tcga_brca_hrd,hrd_binary_33,binary,burden_only,0.878447596532703,0.7741331757289205
1,2,617,155,,,tcga_brca_hrd,hrd_binary_33,binary,burden_only,0.7460598896769108,0.675531914893617
1,3,618,154,,,tcga_brca_hrd,hrd_binary_33,binary,burden_only,0.8303140096618358,0.7204106280193237
1,4,618,154,,,tcga_brca_hrd,hrd_binary_33,binary,burden_only,0.8029429310001989,0.7331477430900775
1,5,618,154,,,tcga_brca_hrd,hrd_binary_33,binary,burden_only,0.8520580632332472,0.7539272221117519
1,1,617,155,,,tcga_brca_hrd,hrd_binary_33,binary,locked_uga_sbs_exposure,0.8575650118203311,0.7732466509062255
1,2,617,155,,,tcga_brca_hrd,hrd_binary_33,binary,locked_uga_sbs_exposure,0.849290780141844,0.7621158392434988
1,3,618,154,,,tcga_brca_hrd,hrd_binary_33,binary,locked_uga_sbs_exposure,0.8673510466988728,0.7648953301127215
1,4,618,154,,,tcga_brca_hrd,hrd_binary_33,binary,locked_uga_sbs_exposure,0.836746868164645,0.7606880095446411
1,5,618,154,,,tcga_brca_hrd,hrd_binary_33,binary,locked_uga_sbs_exposure,0.865977331477431,0.7900178962020282
1,1,617,155,,,tcga_brca_hrd,hrd_binary_33,binary,locked_uga_sbs_id_exposure,0.8376674546887314,0.7825059101654847
1,2,617,155,,,tcga_brca_hrd,hrd_binary_33,binary,locked_uga_sbs_id_exposure,0.8159968479117415,0.7149330181245075
1,3,618,154,,,tcga_brca_hrd,hrd_binary_33,binary,locked_uga_sbs_id_exposure,0.889291465378422,0.8160225442834138
1,4,618,154,,,tcga_brca_hrd,hrd_binary_33,binary,locked_uga_sbs_id_exposure,0.8973951083714455,0.808709484987075
1,5,618,154,,,tcga_brca_hrd,hrd_binary_33,binary,locked_uga_sbs_id_exposure,0.90455358918274,0.7892225094452177
1,1,617,155,,,tcga_brca_hrd,hrd_binary_33,binary,standard_sbs_exposure,0.8845547675334909,0.7967888100866825
1,2,617,155,,,tcga_brca_hrd,hrd_binary_33,binary,standard_sbs_exposure,0.8666272655634357,0.7699960598896769
1,3,618,154,,,tcga_brca_hrd,hrd_binary_33,binary,standard_sbs_exposure,0.8625201288244767,0.7880434782608696
1,4,618,154,,,tcga_brca_hrd,hrd_binary_33,binary,standard_sbs_exposure,0.8954066414794194,0.798866573871545
1,5,618,154,,,tcga_brca_hrd,hrd_binary_33,binary,standard_sbs_exposure,0.8172598926227879,0.749552594949294
1,1,617,155,,,tcga_brca_hrd,hrd_binary_33,binary,standard_sbs_id_exposure,0.8561859732072499,0.762608353033885
1,2,617,155,,,tcga_brca_hrd,hrd_binary_33,binary,standard_sbs_id_exposure,0.8886918833727344,0.8250591016548463
1,3,618,154,,,tcga_brca_hrd,hrd_binary_33,binary,standard_sbs_id_exposure,0.8874798711755233,0.80817230273752
1,4,618,154,,,tcga_brca_hrd,hrd_binary_33,binary,standard_sbs_id_exposure,0.871743885464307,0.8333664744482004
1,5,618,154,,,tcga_brca_hrd,hrd_binary_33,binary,standard_sbs_id_exposure,0.8639888645854047,0.7713263074169815
1,1,617,155,,,tcga_brca_hrd,hrd_binary_42,binary,burden_only,0.83,0.7646666666666666
1,2,617,155,,,tcga_brca_hrd,hrd_binary_42,binary,burden_only,0.8424,0.71
1,3,618,154,,,tcga_brca_hrd,hrd_binary_42,binary,burden_only,0.8059139784946237,0.6494623655913978
1,4,618,154,,,tcga_brca_hrd,hrd_binary_42,binary,burden_only,0.8268817204301075,0.7110215053763441
1,5,618,154,,,tcga_brca_hrd,hrd_binary_42,binary,burden_only,0.8635752688172043,0.7413978494623656
1,1,617,155,,,tcga_brca_hrd,hrd_binary_42,binary,locked_uga_sbs_exposure,0.8936,0.8173333333333334
1,2,617,155,,,tcga_brca_hrd,hrd_binary_42,binary,locked_uga_sbs_exposure,0.8946666666666666,0.792
1,3,618,154,,,tcga_brca_hrd,hrd_binary_42,binary,locked_uga_sbs_exposure,0.9301075268817204,0.8497311827956989
1,4,618,154,,,tcga_brca_hrd,hrd_binary_42,binary,locked_uga_sbs_exposure,0.864516129032258,0.7400537634408602
