Sample,Target_Modality,Method,MAE,Cosine,Top1_Process_Match
SIM-0217,ID,Standard no-bridge cohort mean,0.12588200442660727,0.4294801870317895,0.0
SIM-0217,ID,Standard random bridge,0.07205709175413082,0.6981673827182068,0.0
SIM-0058,ID,UGA unsupervised bridge,0.011942861569692959,0.9962493282867493,1.0
SIM-0058,ID,Oracle label bridge,0.011942861569692959,0.9962493282867493,1.0
SIM-0058,ID,Standard no-bridge cohort mean,0.122871981367053,0.35650429492331437,0.0
SIM-0058,ID,Standard random bridge,0.16125579021029282,0.034074766975547684,0.0
SIM-0120,ID,UGA unsupervised bridge,0.005820227193044575,0.9988882667357588,1.0
SIM-0120,ID,Oracle label bridge,0.005820227193044575,0.9988882667357588,1.0
SIM-0120,ID,Standard no-bridge cohort mean,0.13746592955904366,0.3392210316305531,0.0
SIM-0120,ID,Standard random bridge,0.16664459625261327,3.870124764184611e-05,0.0
SIM-0126,ID,UGA unsupervised bridge,0.01228823605964186,0.9937453391250782,1.0
SIM-0126,ID,Oracle label bridge,0.01228823605964186,0.9937453391250782,1.0
SIM-0126,ID,Standard no-bridge cohort mean,0.11389875720579694,0.5012177994512336,0.0
SIM-0126,ID,Standard random bridge,0.16215275503294319,0.020150973466027972,0.0
SIM-0196,ID,UGA unsupervised bridge,0.012148145957649683,0.998014678338287,1.0
SIM-0196,ID,Oracle label bridge,0.01214814595764968,0.9980146783382873,1.0
SIM-0196,ID,Standard no-bridge cohort mean,0.14014984461360128,0.31208509431258713,0.0
SIM-0196,ID,Standard random bridge,0.16560335602192036,0.003979256468293616,0.0
SIM-0262,ID,UGA unsupervised bridge,0.014155517417074798,0.9935413718845798,1.0
SIM-0262,ID,Oracle label bridge,0.014155517417074796,0.9935413718845799,1.0
SIM-0262,ID,Standard no-bridge cohort mean,0.11787652991982706,0.48826667103837096,0.0
SIM-0262,ID,Standard random bridge,0.07235913817152133,0.7679701298825301,0.0
SIM-0055,ID,UGA unsupervised bridge,0.011960739618360037,0.9946341479155908,1.0
SIM-0055,ID,Oracle label bridge,0.011960739618360037,0.9946341479155908,1.0
SIM-0055,ID,Standard no-bridge cohort mean,0.14003437967781113,0.32496659434261765,0.0
SIM-0055,ID,Standard random bridge,0.1647796165283448,0.012926438953144265,0.0
SIM-0260,ID,UGA unsupervised bridge,0.007367484953256017,0.9990561438411669,1.0
SIM-0260,ID,Oracle label bridge,0.007367484953256017,0.9990561438411669,1.0
SIM-0260,ID,Standard no-bridge cohort mean,0.12913763398623154,0.4340552187622042,1.0
SIM-0260,ID,Standard random bridge,0.15968254097477946,0.020134189563506454,0.0
SIM-0408,ID,UGA unsupervised bridge,0.015021660477593077,0.9883980601970421,1.0
SIM-0408,ID,Oracle label bridge,0.015021660477593077,0.9883980601970421,1.0
SIM-0408,ID,Standard no-bridge cohort mean,0.11784219305118114,0.4995619837970441,0.0
SIM-0408,ID,Standard random bridge,0.07471264367816093,0.7900138912699659,1.0
SIM-0182,ID,UGA unsupervised bridge,0.0036031781017501693,0.9994491135174463,1.0
SIM-0182,ID,Oracle label bridge,0.003603178101750171,0.999449113517446,1.0
SIM-0182,ID,Standard no-bridge cohort mean,0.12233109262153104,0.46666824294703796,0.0
SIM-0182,ID,Standard random bridge,0.16394540795405707,0.013977021407060959,0.0
SIM-0206,ID,UGA unsupervised bridge,0.02631027365242482,0.9623855956177417,1.0
SIM-0206,ID,Oracle label bridge,0.02631027365242482,0.9623855956177417,1.0
SIM-0206,ID,Standard no-bridge cohort mean,0.11466387523210131,0.5017090358779127,0.0
SIM-0206,ID,Standard random bridge,0.09705474710941919,0.6253037022485995,1.0
SIM-0499,ID,UGA unsupervised bridge,0.00682556762694234,0.999640648809643,1.0
SIM-0499,ID,Oracle label bridge,0.00682556762694234,0.999640648809643,1.0
SIM-0499,ID,Standard no-bridge cohort mean,0.13563399534137577,0.4319295678498819,0.0
SIM-0499,ID,Standard random bridge,0.16508327428885675,0.007005052664220722,0.0
SIM-0404,ID,UGA unsupervised bridge,0.011513595435582584,0.9932227365419997,0.0
SIM-0404,ID,Oracle label bridge,0.011513595435582584,0.9932227365419997,0.0
SIM-0404,ID,Standard no-bridge cohort mean,0.12201567280072761,0.48068159678941424,0.0
SIM-0404,ID,Standard random bridge,0.09916679790441378,0.47625946628227117,0.0
SIM-0410,ID,UGA unsupervised bridge,0.024486868672450604,0.9910611684430191,1.0
SIM-0410,ID,Oracle label bridge,0.024486868672450608,0.9910611684430191,1.0
SIM-0410,ID,Standard no-bridge cohort mean,0.1320017501705125,0.3954244963905262,0.0
SIM-0410,ID,Standard random bridge,0.16442800334135643,0.006438675499641214,0.0
SIM-0116,ID,UGA unsupervised bridge,0.019581885819738253,0.9780502878390728,1.0
SIM-0116,ID,Oracle label bridge,0.019581885819738264,0.9780502878390727,1.0
SIM-0116,ID,Standard no-bridge cohort mean,0.10703199083993038,0.5582587458385236,0.0
SIM-0116,ID,Standard random bridge,0.10883814865011023,0.39449174401617065,0.0
SIM-0154,ID,UGA unsupervised bridge,0.008006038515550158,0.9986704555434549,1.0
SIM-0154,ID,Oracle label bridge,0.008006038515550158,0.9986704555434549,1.0
SIM-0154,ID,Standard no-bridge cohort mean,0.12019908512122414,0.36784254966959073,0.0
SIM-0154,ID,Standard random bridge,0.1528308283917594,0.06036549474980696,0.0
SIM-0005,ID,UGA unsupervised bridge,0.019013900772287342,0.9819339913721161,0.0
SIM-0005,ID,Oracle label bridge,0.019013900772287342,0.9819339913721161,0.0
SIM-0005,ID,Standard no-bridge cohort mean,0.1332030337749227,0.4250682503571705,0.0
SIM-0005,ID,Standard random bridge,0.16345626370336494,0.0011602191073991472,0.0
SIM-0062,ID,UGA unsupervised bridge,0.014084554113473868,0.9914006815962046,1.0
SIM-0062,ID,Oracle label bridge,0.014084554113473868,0.9914006815962046,1.0
SIM-0062,ID,Standard no-bridge cohort mean,0.13945344684397018,0.33344499682739515,0.0
SIM-0062,ID,Standard random bridge,0.1663430825519705,0.0008272195589866965,0.0
SIM-0435,ID,UGA unsupervised bridge,0.013030747521055411,0.9936602690971692,1.0
SIM-0435,ID,Oracle label bridge,0.013030747521055411,0.9936602690971692,1.0
SIM-0435,ID,Standard no-bridge cohort mean,0.14086587622250127,0.33942058097731437,0.0
SIM-0435,ID,Standard random bridge,0.16564747416499745,0.004574475675885552,0.0
SIM-0396,ID,UGA unsupervised bridge,0.004911896050964919,0.9996286393380981,1.0
SIM-0396,ID,Oracle label bridge,0.004911896050964905,0.9996286393380982,1.0
SIM-0396,ID,Standard no-bridge cohort mean,0.13005852215163624,0.4103072974381747,0.0
SIM-0396,ID,Standard random bridge,0.16465556885981816,0.006459930445788941,0.0
SIM-0504,ID,UGA unsupervised bridge,0.011023532073903377,0.9966926187186592,1.0
SIM-0504,ID,Oracle label bridge,0.01102353207390337,0.9966926187186591,1.0
SIM-0504,ID,Standard no-bridge cohort mean,0.13045583561650842,0.33295453590436846,0.0
SIM-0504,ID,Standard random bridge,0.16310089676985587,0.005547491256515517,0.0
SIM-0453,ID,UGA unsupervised bridge,0.010873768775113422,0.9963621790604178,1.0
SIM-0453,ID,Oracle label bridge,0.010873768775113422,0.9963621790604178,1.0
SIM-0453,ID,Standard no-bridge cohort mean,0.1245801347669591,0.38163886629717914,0.0
SIM-0453,ID,Standard random bridge,0.1314965260137436,0.2560567272820169,0.0
SIM-0188,ID,UGA unsupervised bridge,0.003654995548487735,0.999833470529162,1.0
SIM-0188,ID,Oracle label bridge,0.003654995548487754,0.999833470529162,1.0
SIM-0188,ID,Standard no-bridge cohort mean,0.13083702474017858,0.3315757624420111,0.0
SIM-0188,ID,Standard random bridge,0.16337315218738116,0.0009144491973693673,0.0
SIM-0384,ID,UGA unsupervised bridge,0.008737238747944107,0.9992696135776906,1.0
SIM-0384,ID,Oracle label bridge,0.008737238747944116,0.9992696135776906,1.0
SIM-0384,ID,Standard no-bridge cohort mean,0.14574547464354787,0.347711593012067,1.0
SIM-0384,ID,Standard random bridge,0.16438955651269752,0.000737949652744764,0.0
SIM-0105,ID,UGA unsupervised bridge,0.009011816075404184,0.9974023422044063,1.0
SIM-0105,ID,Oracle label bridge,0.009011816075404177,0.9974023422044064,1.0
SIM-0105,ID,Standard no-bridge cohort mean,0.13320035664511093,0.39759015700200573,0.0
SIM-0105,ID,Standard random bridge,0.16644957692136975,0.0008725485129795527,0.0
SIM-0498,ID,UGA unsupervised bridge,0.015668293668795828,0.9944879710810807,1.0
SIM-0498,ID,Oracle label bridge,0.015668293668795828,0.9944879710810807,1.0
SIM-0498,ID,Standard no-bridge cohort mean,0.13051822687013856,0.3478637900515589,0.0
SIM-0498,ID,Standard random bridge,0.16289398796579443,0.01959297473453225,0.0
SIM-0204,ID,UGA unsupervised bridge,0.005816163472558968,0.9996015478256809,1.0
SIM-0204,ID,Oracle label bridge,0.005816163472558945,0.999601547825681,1.0
SIM-0204,ID,Standard no-bridge cohort mean,0.1326074239332888,0.3716833970314497,0.0
SIM-0204,ID,Standard random bridge,0.1604109361650237,0.022717582469488382,0.0
SIM-0034,ID,UGA unsupervised bridge,0.012801700298319452,0.9937603558394187,1.0
SIM-0034,ID,Oracle label bridge,0.012801700298319452,0.9937603558394189,1.0
SIM-0034,ID,Standard no-bridge cohort mean,0.11606609311447086,0.46010614667740335,0.0
SIM-0034,ID,Standard random bridge,0.11724338131841859,0.4044304889702884,0.0
SIM-0271,ID,UGA unsupervised bridge,0.007859288746566355,0.9983120084972972,1.0
SIM-0271,ID,Oracle label bridge,0.007859288746566367,0.9983120084972972,1.0
SIM-0271,ID,Standard no-bridge cohort mean,0.12073840839549144,0.37603503679903116,0.0
SIM-0271,ID,Standard random bridge,0.14929027720284002,0.045337387127850994,0.0
SIM-0035,ID,UGA unsupervised bridge,0.01244996321861934,0.9975582438540355,1.0
SIM-0035,ID,Oracle label bridge,0.01244996321861933,0.9975582438540355,1.0
SIM-0035,ID,Standard no-bridge cohort mean,0.10265840569275048,0.4374079655040179,0.0
SIM-0035,ID,Standard random bridge,0.12089200910017796,0.36367972301511986,0.0
SIM-0516,ID,UGA unsupervised bridge,0.0013528285688113385,0.9999797908240945,1.0
SIM-0516,ID,Oracle label bridge,0.0013528285688113567,0.9999797908240945,1.0
SIM-0516,ID,Standard no-bridge cohort mean,0.14248037771910485,0.35099487818306574,0.0
SIM-0516,ID,Standard random bridge,0.16330207907628028,0.018092571133240816,0.0
SIM-0464,ID,UGA unsupervised bridge,0.012797265088227198,0.9950732925961376,1.0
SIM-0464,ID,Oracle label bridge,0.012797265088227192,0.9950732925961376,1.0
SIM-0464,ID,Standard no-bridge cohort mean,0.12874144318879763,0.41416804170927696,0.0
SIM-0464,ID,Standard random bridge,0.1289578966162615,0.0937583364435679,0.0
SIM-0208,ID,UGA unsupervised bridge,0.015132932533958645,0.9943610236838616,1.0
SIM-0208,ID,Oracle label bridge,0.015132932533958641,0.9943610236838616,1.0
SIM-0208,ID,Standard no-bridge cohort mean,0.12515772860742305,0.4270129708650098,0.0
SIM-0208,ID,Standard random bridge,0.05131278260237653,0.908100955626539,1.0
SIM-0467,ID,UGA unsupervised bridge,0.009571116274334662,0.9994791564150173,1.0
SIM-0467,ID,Oracle label bridge,0.009571116274334662,0.9994791564150173,1.0
SIM-0467,ID,Standard no-bridge cohort mean,0.142797167428626,0.3075883168576635,0.0
SIM-0467,ID,Standard random bridge,0.1643045852913806,0.0016719111514942734,0.0
SIM-0279,ID,UGA unsupervised bridge,0.01825914617508333,0.98832615322206,1.0
SIM-0279,ID,Oracle label bridge,0.018259146175083337,0.9883261532220597,1.0
SIM-0279,ID,Standard no-bridge cohort mean,0.11940216255324931,0.41490462575454945,0.0
SIM-0279,ID,Standard random bridge,0.12299564295304333,0.1551480278953842,0.0
SIM-0444,ID,UGA unsupervised bridge,0.016410770458052126,0.9922001085170314,1.0
SIM-0444,ID,Oracle label bridge,0.016410770458052126,0.9922001085170314,1.0
SIM-0444,ID,Standard no-bridge cohort mean,0.12229893174290252,0.42250729613866717,0.0
SIM-0444,ID,Standard random bridge,0.16101977330495512,0.02587033663298004,0.0
SIM-0246,ID,UGA unsupervised bridge,0.012101397207359357,0.9954489903202981,1.0
SIM-0246,ID,Oracle label bridge,0.012101397207359364,0.9954489903202981,1.0
SIM-0246,ID,Standard no-bridge cohort mean,0.12390535060323982,0.4317648013809375,0.0
SIM-0246,ID,Standard random bridge,0.12449807330190747,0.314243329465376,0.0
SIM-0318,ID,UGA unsupervised bridge,0.007343505062546216,0.9992199861063354,1.0
SIM-0318,ID,Oracle label bridge,0.007343505062546216,0.9992199861063354,1.0
SIM-0318,ID,Standard no-bridge cohort mean,0.13003787074862397,0.33654678164699353,0.0
SIM-0318,ID,Standard random bridge,0.16666666666666666,0.0,0.0
SIM-0292,ID,UGA unsupervised bridge,0.01526551304618722,0.9919079682296836,1.0
SIM-0292,ID,Oracle label bridge,0.01526551304618722,0.9919079682296836,1.0
SIM-0292,ID,Standard no-bridge cohort mean,0.11749521400470814,0.4831572663765701,0.0
SIM-0292,ID,Standard random bridge,0.1429528989595844,0.1025963823218035,0.0
SIM-0251,ID,UGA unsupervised bridge,0.005693990348235283,0.9995804337019591,1.0
SIM-0251,ID,Oracle label bridge,0.005693990348235283,0.9995804337019591,1.0
SIM-0251,ID,Standard no-bridge cohort mean,0.12220654014152454,0.36308397890364374,0.0
SIM-0251,ID,Standard random bridge,0.15457163331540613,0.046237122441484084,0.0
SIM-0209,ID,UGA unsupervised bridge,0.011528480667918695,0.9953500036754059,1.0
SIM-0209,ID,Oracle label bridge,0.011528480667918695,0.9953500036754059,1.0
SIM-0209,ID,Standard no-bridge cohort mean,0.1293201884951165,0.3265500222807107,0.0
SIM-0209,ID,Standard random bridge,0.12090066031079744,0.27837203451856,0.0
SIM-0185,ID,UGA unsupervised bridge,0.02088445013912481,0.9851508514991619,1.0
SIM-0185,ID,Oracle label bridge,0.02088445013912481,0.9851508514991619,1.0
SIM-0185,ID,Standard no-bridge cohort mean,0.13051340515743415,0.3736823160486229,0.0
SIM-0185,ID,Standard random bridge,0.1598758831523048,0.005489516898598591,0.0
SIM-0159,ID,UGA unsupervised bridge,0.008792234121262664,0.9979724892539992,1.0
SIM-0159,ID,Oracle label bridge,0.008792234121262664,0.9979724892539992,1.0
SIM-0159,ID,Standard no-bridge cohort mean,0.12057468585905808,0.4775111036980732,0.0
SIM-0159,ID,Standard random bridge,0.1644307951905425,0.013668816670111035,0.0
SIM-0304,ID,UGA unsupervised bridge,0.00834141069112981,0.9993938046695049,1.0
SIM-0304,ID,Oracle label bridge,0.00834141069112981,0.9993938046695049,1.0
SIM-0304,ID,Standard no-bridge cohort mean,0.13756604279825654,0.33322550650216004,0.0
SIM-0304,ID,Standard random bridge,0.16186063760961275,0.021117874335640135,0.0
SIM-0191,ID,UGA unsupervised bridge,0.007463596291176151,0.9984090717255648,1.0
SIM-0191,ID,Oracle label bridge,0.007463596291176151,0.9984090717255648,1.0
SIM-0191,ID,Standard no-bridge cohort mean,0.13066172154977976,0.42352860018762356,0.0
SIM-0191,ID,Standard random bridge,0.15693941229354455,0.05426225932729045,0.0
SIM-0366,ID,UGA unsupervised bridge,0.010920148486489598,0.9976948056654221,1.0
SIM-0366,ID,Oracle label bridge,0.010920148486489588,0.9976948056654219,1.0
SIM-0366,ID,Standard no-bridge cohort mean,0.12961824670628017,0.4403265353693324,1.0
SIM-0366,ID,Standard random bridge,0.1643390168561548,0.00045540906098451197,0.0
SIM-0345,ID,UGA unsupervised bridge,0.014804046126053648,0.9964261656361605,1.0
SIM-0345,ID,Oracle label bridge,0.014804046126053655,0.9964261656361605,1.0
SIM-0345,ID,Standard no-bridge cohort mean,0.12823783161263183,0.39223848760391006,1.0
SIM-0345,ID,Standard random bridge,0.162336010482636,0.020093874256863545,0.0
SIM-0351,ID,UGA unsupervised bridge,0.022985317216538445,0.9874157450515337,1.0
SIM-0351,ID,Oracle label bridge,0.022985317216538445,0.9874157450515337,1.0
SIM-0351,ID,Standard no-bridge cohort mean,0.1262664620310329,0.4045756373814751,0.0
SIM-0351,ID,Standard random bridge,0.1582532280785588,0.031228780376331235,0.0
SIM-0491,ID,UGA unsupervised bridge,0.015284954755035931,0.9897924832747568,1.0
SIM-0491,ID,Oracle label bridge,0.015284954755035931,0.9897924832747568,1.0
SIM-0491,ID,Standard no-bridge cohort mean,0.11849017210080448,0.5053216164888199,0.0
SIM-0491,ID,Standard random bridge,0.1338508338402711,0.10015712058261025,0.0
SIM-0425,ID,UGA unsupervised bridge,0.010766984928920172,0.9933167627378147,1.0
SIM-0425,ID,Oracle label bridge,0.010766984928920172,0.9933167627378147,1.0
SIM-0425,ID,Standard no-bridge cohort mean,0.11298240587318363,0.47579110682491726,0.0
SIM-0425,ID,Standard random bridge,0.1564519604975221,0.04823125784934227,0.0
SIM-0097,ID,UGA unsupervised bridge,0.013671981020630967,0.9947450042375495,1.0
SIM-0097,ID,Oracle label bridge,0.01367198102063097,0.9947450042375495,1.0
SIM-0097,ID,Standard no-bridge cohort mean,0.1007378502766646,0.47416261393932874,0.0
SIM-0097,ID,Standard random bridge,0.14044570818924204,0.09816469506208604,0.0
SIM-0490,ID,UGA unsupervised bridge,0.0042055795573116015,0.9996494982920276,1.0
SIM-0490,ID,Oracle label bridge,0.004205579557311612,0.9996494982920279,1.0
SIM-0490,ID,Standard no-bridge cohort mean,0.13723090697297516,0.32837194060208597,0.0
SIM-0490,ID,Standard random bridge,0.16337186559062886,0.005346969407048926,0.0
SIM-0080,ID,UGA unsupervised bridge,0.014220638685368839,0.9935800062720593,1.0
SIM-0080,ID,Oracle label bridge,0.014220638685368839,0.9935800062720593,1.0
SIM-0080,ID,Standard no-bridge cohort mean,0.13385562674366244,0.359632933142377,0.0
SIM-0080,ID,Standard random bridge,0.11927734021353138,0.1777994127467284,0.0
SIM-0007,ID,UGA unsupervised bridge,0.01738052377188757,0.9920138492068262,1.0
SIM-0007,ID,Oracle label bridge,0.01738052377188757,0.9920138492068262,1.0
SIM-0007,ID,Standard no-bridge cohort mean,0.11210729915059627,0.45351478635448317,0.0
SIM-0007,ID,Standard random bridge,0.10318584513585168,0.5396562064128959,0.0
SIM-0385,ID,UGA unsupervised bridge,0.006578744586999846,0.9990432634511843,1.0
SIM-0385,ID,Oracle label bridge,0.006578744586999831,0.9990432634511843,1.0
SIM-0385,ID,Standard no-bridge cohort mean,0.13542294944915614,0.29464488659771454,0.0
SIM-0385,ID,Standard random bridge,0.16601976012485697,0.0004847121332116494,0.0
SIM-0084,ID,UGA unsupervised bridge,0.009325755557833515,0.9986359335199216,1.0
SIM-0084,ID,Oracle label bridge,0.009325755557833515,0.9986359335199216,1.0
SIM-0084,ID,Standard no-bridge cohort mean,0.13680462047107053,0.32835244778312533,0.0
SIM-0084,ID,Standard random bridge,0.165815363457559,0.0019092385402999848,0.0
SIM-0064,ID,UGA unsupervised bridge,0.00959537344370361,0.9986923128476973,1.0
SIM-0064,ID,Oracle label bridge,0.009595373443703608,0.9986923128476971,1.0
SIM-0064,ID,Standard no-bridge cohort mean,0.12678491967295538,0.389714115781631,0.0
SIM-0064,ID,Standard random bridge,0.04666317212857346,0.9256707032197753,1.0
SIM-0348,ID,UGA unsupervised bridge,0.021080788585618928,0.9778688946676805,1.0
SIM-0348,ID,Oracle label bridge,0.02108078858561893,0.9778688946676803,1.0
SIM-0348,ID,Standard no-bridge cohort mean,0.12145616168772234,0.4407589055904923,0.0
SIM-0348,ID,Standard random bridge,0.16138805327501485,0.02098055007922719,0.0
SIM-0237,ID,UGA unsupervised bridge,0.010627955537282754,0.9979652024901554,1.0
SIM-0237,ID,Oracle label bridge,0.010627955537282756,0.9979652024901553,1.0
SIM-0237,ID,Standard no-bridge cohort mean,0.12467778210173432,0.37965097836097483,0.0
SIM-0237,ID,Standard random bridge,0.13998737288640595,0.2002917717087345,0.0
SIM-0008,ID,UGA unsupervised bridge,0.015577424893209478,0.9966159194895314,1.0
SIM-0008,ID,Oracle label bridge,0.015577424893209478,0.9966159194895314,1.0
SIM-0008,ID,Standard no-bridge cohort mean,0.12444473644160053,0.3214095870956434,0.0
SIM-0008,ID,Standard random bridge,0.16476299472621977,0.000288047025831134,0.0
SIM-0049,ID,UGA unsupervised bridge,0.008360934679725329,0.9985967831301572,1.0
SIM-0049,ID,Oracle label bridge,0.008360934679725329,0.9985967831301572,1.0
SIM-0049,ID,Standard no-bridge cohort mean,0.12416103985367095,0.39377107758584357,0.0
SIM-0049,ID,Standard random bridge,0.0517539612555549,0.919458053321095,1.0
SIM-0171,ID,UGA unsupervised bridge,0.011861629304234384,0.9983749886364272,1.0
SIM-0171,ID,Oracle label bridge,0.011861629304234384,0.9983749886364272,1.0
SIM-0171,ID,Standard no-bridge cohort mean,0.11228317426906205,0.42772024531108044,1.0
SIM-0171,ID,Standard random bridge,0.14639106735465232,0.025081481186485545,0.0
SIM-0036,ID,UGA unsupervised bridge,0.03452384490293522,0.9181003609225252,0.0
SIM-0036,ID,Oracle label bridge,0.03452384490293522,0.9181003609225252,0.0
SIM-0036,ID,Standard no-bridge cohort mean,0.11158502038839496,0.48559689865821887,0.0
SIM-0036,ID,Standard random bridge,0.10191691480617243,0.46549555608782994,0.0
SIM-0070,ID,UGA unsupervised bridge,0.019742427446184124,0.980565654869866,1.0
SIM-0070,ID,Oracle label bridge,0.019742427446184124,0.9805656548698659,1.0
SIM-0070,ID,Standard no-bridge cohort mean,0.11811249795532543,0.44517442267108487,0.0
SIM-0070,ID,Standard random bridge,0.14136273133357408,0.17628400442505204,0.0
SIM-0119,ID,UGA unsupervised bridge,0.0046881606068007635,0.9994491303921103,1.0
SIM-0119,ID,Oracle label bridge,0.0046881606068007705,0.9994491303921101,1.0
SIM-0119,ID,Standard no-bridge cohort mean,0.13361378761630183,0.35002932668661657,0.0
SIM-0119,ID,Standard random bridge,0.1322601508354217,0.23286347658248233,0.0
SIM-0373,ID,UGA unsupervised bridge,0.006011840095462529,0.999499856534293,1.0
SIM-0373,ID,Oracle label bridge,0.006011840095462529,0.999499856534293,1.0
SIM-0373,ID,Standard no-bridge cohort mean,0.12975476511139014,0.3014351829243692,0.0
SIM-0373,ID,Standard random bridge,0.15915760070283955,0.018828375851209046,0.0
SIM-0277,ID,UGA unsupervised bridge,0.020786183584937775,0.9905301975443641,1.0
SIM-0277,ID,Oracle label bridge,0.020786183584937775,0.9905301975443641,1.0
SIM-0277,ID,Standard no-bridge cohort mean,0.1260008970008976,0.3374524197862425,0.0
SIM-0277,ID,Standard random bridge,0.13974745053557272,0.052823174917316154,0.0
SIM-0039,ID,UGA unsupervised bridge,0.0046883402181490475,0.9997140219034297,1.0
SIM-0039,ID,Oracle label bridge,0.0046883402181490475,0.9997140219034297,1.0
SIM-0039,ID,Standard no-bridge cohort mean,0.12953280689714075,0.38168160627389064,1.0
SIM-0039,ID,Standard random bridge,0.16159420849731176,0.02320571756926454,0.0
SIM-0297,ID,UGA unsupervised bridge,0.00550377978019179,0.9998327386847853,1.0
SIM-0297,ID,Oracle label bridge,0.005503779780191798,0.9998327386847853,1.0
SIM-0297,ID,Standard no-bridge cohort mean,0.15177129303185563,0.24377673571177788,0.0
SIM-0297,ID,Standard random bridge,0.1631574941246676,0.009676272891550593,0.0
SIM-0072,ID,UGA unsupervised bridge,0.01786598273310916,0.9663679445024361,1.0
SIM-0072,ID,Oracle label bridge,0.017865982733109163,0.9663679445024361,1.0
SIM-0072,ID,Standard no-bridge cohort mean,0.10466051184464152,0.5710226101930905,0.0
SIM-0072,ID,Standard random bridge,0.11260062130944193,0.378822777483316,1.0
SIM-0108,ID,UGA unsupervised bridge,0.008219248639975611,0.9972840284162874,1.0
SIM-0108,ID,Oracle label bridge,0.008219248639975611,0.9972840284162874,1.0
SIM-0108,ID,Standard no-bridge cohort mean,0.13690235957826744,0.4165505121345647,0.0
SIM-0108,ID,Standard random bridge,0.16600044400099034,0.004578317745869374,0.0
SIM-0221,ID,UGA unsupervised bridge,0.008751307771227988,0.9981896615605748,1.0
SIM-0221,ID,Oracle label bridge,0.008751307771227988,0.9981896615605748,1.0
SIM-0221,ID,Standard no-bridge cohort mean,0.13447794427887302,0.3588581247442533,0.0
SIM-0221,ID,Standard random bridge,0.16148177081637619,0.018589756711272356,0.0
