Sample,Target_Modality,Method,MAE,Cosine,Top1_Process_Match
SIM-0503,DBS,Oracle label bridge,0.018092105487340724,0.9889290891282743,1.0
SIM-0503,DBS,Standard no-bridge cohort mean,0.13281444546721047,0.4237724966687303,1.0
SIM-0503,DBS,Standard random bridge,0.10487957755256892,0.4042880014692867,0.0
SIM-0343,DBS,UGA unsupervised bridge,0.01942289455219708,0.9775861548513045,1.0
SIM-0343,DBS,Oracle label bridge,0.01942289455219708,0.9775861548513045,1.0
SIM-0343,DBS,Standard no-bridge cohort mean,0.10832558408393383,0.5310989214670817,0.0
SIM-0343,DBS,Standard random bridge,0.1423517582157538,0.11843548203096671,0.0
SIM-0057,DBS,UGA unsupervised bridge,0.015980738657242085,0.9876806551210229,0.0
SIM-0057,DBS,Oracle label bridge,0.015980738657242085,0.987680655121023,0.0
SIM-0057,DBS,Standard no-bridge cohort mean,0.12774336971107783,0.44098802785636126,0.0
SIM-0057,DBS,Standard random bridge,0.16582489254388288,0.004963465961737697,0.0
SIM-0403,DBS,UGA unsupervised bridge,0.00725242694640042,0.9986586178099324,1.0
SIM-0403,DBS,Oracle label bridge,0.00725242694640042,0.9986586178099324,1.0
SIM-0403,DBS,Standard no-bridge cohort mean,0.10225476941292178,0.5327958798876429,1.0
SIM-0403,DBS,Standard random bridge,0.11580239538892449,0.39321565901529204,0.0
SIM-0322,DBS,UGA unsupervised bridge,0.012662056441631382,0.9932405992685518,1.0
SIM-0322,DBS,Oracle label bridge,0.012662056441631382,0.9932405992685518,1.0
SIM-0322,DBS,Standard no-bridge cohort mean,0.1146078190326192,0.5231442911984623,0.0
SIM-0322,DBS,Standard random bridge,0.1413520779970586,0.08224803755680497,0.0
SIM-0217,DBS,UGA unsupervised bridge,0.006581166206970576,0.9980061465290654,1.0
SIM-0217,DBS,Oracle label bridge,0.006581166206970576,0.9980061465290654,1.0
SIM-0217,DBS,Standard no-bridge cohort mean,0.12613767623401342,0.40558704641831816,0.0
SIM-0217,DBS,Standard random bridge,0.0768439350143058,0.688297518706832,0.0
SIM-0058,DBS,UGA unsupervised bridge,0.02891144279726555,0.9784064277272665,1.0
SIM-0058,DBS,Oracle label bridge,0.02891144279726555,0.9784064277272665,1.0
SIM-0058,DBS,Standard no-bridge cohort mean,0.12697123334531735,0.31763037663449006,0.0
SIM-0058,DBS,Standard random bridge,0.1644890455387844,0.002881669766861383,0.0
SIM-0120,DBS,UGA unsupervised bridge,0.015329451967729247,0.995415765903125,1.0
SIM-0120,DBS,Oracle label bridge,0.015329451967729247,0.995415765903125,1.0
SIM-0120,DBS,Standard no-bridge cohort mean,0.1432652048720112,0.30528937170002346,0.0
SIM-0120,DBS,Standard random bridge,0.16656794468749878,3.672841891711914e-05,0.0
SIM-0126,DBS,UGA unsupervised bridge,0.015530162870794497,0.9895915548089508,1.0
SIM-0126,DBS,Oracle label bridge,0.015530162870794497,0.9895915548089508,1.0
SIM-0126,DBS,Standard no-bridge cohort mean,0.110700431174376,0.5479384473336515,0.0
SIM-0126,DBS,Standard random bridge,0.1621527550329432,0.01939079656459897,0.0
SIM-0196,DBS,UGA unsupervised bridge,0.014328494342380082,0.9960163121803711,1.0
SIM-0196,DBS,Oracle label bridge,0.01432849434238008,0.9960163121803713,1.0
SIM-0196,DBS,Standard no-bridge cohort mean,0.1357308132416031,0.3146012680658781,0.0
SIM-0196,DBS,Standard random bridge,0.1646108493541778,0.0039875546877518415,0.0
SIM-0262,DBS,UGA unsupervised bridge,0.04259203376772236,0.8732922647542289,0.0
SIM-0262,DBS,Oracle label bridge,0.04259203376772235,0.8732922647542289,0.0
SIM-0262,DBS,Standard no-bridge cohort mean,0.11398776734187847,0.5601942394917868,0.0
SIM-0262,DBS,Standard random bridge,0.0753031077821576,0.6227527708786343,0.0
SIM-0055,DBS,UGA unsupervised bridge,0.011034813692434113,0.9954983262315318,1.0
SIM-0055,DBS,Oracle label bridge,0.011034813692434113,0.9954983262315318,1.0
SIM-0055,DBS,Standard no-bridge cohort mean,0.140423807361409,0.3119565469424703,0.0
SIM-0055,DBS,Standard random bridge,0.1647796165283448,0.012961203814011849,0.0
SIM-0260,DBS,UGA unsupervised bridge,0.013878088620257792,0.9952340627122586,1.0
SIM-0260,DBS,Oracle label bridge,0.013878088620257792,0.9952340627122586,1.0
SIM-0260,DBS,Standard no-bridge cohort mean,0.13035182491366168,0.4128531392063808,0.0
SIM-0260,DBS,Standard random bridge,0.16110673552693608,0.01738251515958801,0.0
SIM-0408,DBS,UGA unsupervised bridge,0.019377543067390746,0.9854159757944116,1.0
SIM-0408,DBS,Oracle label bridge,0.019377543067390746,0.9854159757944116,1.0
SIM-0408,DBS,Standard no-bridge cohort mean,0.11237961223894077,0.5314087397541661,0.0
SIM-0408,DBS,Standard random bridge,0.08074579733946846,0.7686233813379849,1.0
SIM-0182,DBS,UGA unsupervised bridge,0.019006215012498582,0.9723088573371295,0.0
SIM-0182,DBS,Oracle label bridge,0.01900621501249858,0.9723088573371294,0.0
SIM-0182,DBS,Standard no-bridge cohort mean,0.12311793608284873,0.44528709903392333,0.0
SIM-0182,DBS,Standard random bridge,0.1620332955913815,0.021434745040748167,0.0
SIM-0206,DBS,UGA unsupervised bridge,0.03467504491708495,0.9344953962264255,1.0
SIM-0206,DBS,Oracle label bridge,0.03467504491708495,0.9344953962264255,1.0
SIM-0206,DBS,Standard no-bridge cohort mean,0.11136292669827712,0.49438532538625046,0.0
SIM-0206,DBS,Standard random bridge,0.09663830162280855,0.6511252849120271,1.0
SIM-0499,DBS,UGA unsupervised bridge,0.01196139500769962,0.9959429655868618,1.0
SIM-0499,DBS,Oracle label bridge,0.01196139500769962,0.9959429655868618,1.0
SIM-0499,DBS,Standard no-bridge cohort mean,0.13156079605115292,0.4319016053486329,0.0
SIM-0499,DBS,Standard random bridge,0.16269483225989342,0.006440338078310854,0.0
SIM-0404,DBS,UGA unsupervised bridge,0.021575762534587834,0.9782404337184669,1.0
SIM-0404,DBS,Oracle label bridge,0.021575762534587834,0.9782404337184669,1.0
SIM-0404,DBS,Standard no-bridge cohort mean,0.11890776150688358,0.44698386998754996,0.0
SIM-0404,DBS,Standard random bridge,0.09379350286354958,0.548023841080317,1.0
SIM-0410,DBS,UGA unsupervised bridge,0.018881962524820137,0.992069376967535,1.0
SIM-0410,DBS,Oracle label bridge,0.018881962524820144,0.9920693769675352,1.0
SIM-0410,DBS,Standard no-bridge cohort mean,0.12305032062901895,0.4288177285108253,0.0
SIM-0410,DBS,Standard random bridge,0.16080481493555931,0.03571069961924562,0.0
SIM-0116,DBS,UGA unsupervised bridge,0.015398581271741202,0.987169829965731,1.0
SIM-0116,DBS,Oracle label bridge,0.015398581271741199,0.987169829965731,1.0
SIM-0116,DBS,Standard no-bridge cohort mean,0.11646673161202559,0.5305781008781097,0.0
SIM-0116,DBS,Standard random bridge,0.09967536315526827,0.44530012097806393,0.0
SIM-0154,DBS,UGA unsupervised bridge,0.007478466816215741,0.9977612987696503,1.0
SIM-0154,DBS,Oracle label bridge,0.007478466816215741,0.9977612987696503,1.0
SIM-0154,DBS,Standard no-bridge cohort mean,0.13157806279077133,0.3440097068020033,0.0
SIM-0154,DBS,Standard random bridge,0.15714695716733287,0.04743806003071173,0.0
SIM-0005,DBS,UGA unsupervised bridge,0.010140328368598068,0.9962428243953118,1.0
SIM-0005,DBS,Oracle label bridge,0.010140328368598068,0.9962428243953118,1.0
SIM-0005,DBS,Standard no-bridge cohort mean,0.13338022257586865,0.4250145309077999,0.0
SIM-0005,DBS,Standard random bridge,0.16345626370336494,0.0011568698259902897,0.0
SIM-0062,DBS,UGA unsupervised bridge,0.015520460743000406,0.9892927231040377,1.0
SIM-0062,DBS,Oracle label bridge,0.015520460743000406,0.9892927231040377,1.0
SIM-0062,DBS,Standard no-bridge cohort mean,0.13896301944961628,0.3602288211636353,0.0
SIM-0062,DBS,Standard random bridge,0.16357310501123065,0.013039215133757944,0.0
SIM-0435,DBS,UGA unsupervised bridge,0.0074326548016208594,0.9986136854617006,1.0
SIM-0435,DBS,Oracle label bridge,0.0074326548016208594,0.9986136854617006,1.0
SIM-0435,DBS,Standard no-bridge cohort mean,0.1354587642826278,0.3496580851176498,0.0
SIM-0435,DBS,Standard random bridge,0.16388162089297884,0.005244267368914364,0.0
SIM-0396,DBS,UGA unsupervised bridge,0.009836070885589581,0.9970280929983504,1.0
SIM-0396,DBS,Oracle label bridge,0.009836070885589576,0.9970280929983504,1.0
SIM-0396,DBS,Standard no-bridge cohort mean,0.13103687461303862,0.413086416335448,0.0
SIM-0396,DBS,Standard random bridge,0.16391261453700487,0.016450046545108635,0.0
SIM-0504,DBS,UGA unsupervised bridge,0.00711843334121843,0.9991066025114673,1.0
SIM-0504,DBS,Oracle label bridge,0.007118433341218425,0.9991066025114672,1.0
SIM-0504,DBS,Standard no-bridge cohort mean,0.12546654240414404,0.32432071752608493,0.0
SIM-0504,DBS,Standard random bridge,0.15860634917186,0.007821926708565867,0.0
SIM-0453,DBS,UGA unsupervised bridge,0.009855149187677504,0.9985374003051458,1.0
SIM-0453,DBS,Oracle label bridge,0.009855149187677504,0.9985374003051458,1.0
SIM-0453,DBS,Standard no-bridge cohort mean,0.12273814319188418,0.37236501889521567,0.0
SIM-0453,DBS,Standard random bridge,0.13569007440084035,0.2112899819053942,0.0
SIM-0188,DBS,UGA unsupervised bridge,0.0070377922293392466,0.999328658345892,1.0
SIM-0188,DBS,Oracle label bridge,0.007037792229339263,0.9993286583458919,1.0
SIM-0188,DBS,Standard no-bridge cohort mean,0.1320993592234069,0.3246845257029143,0.0
SIM-0188,DBS,Standard random bridge,0.1597905279151017,0.0017037260928015982,0.0
SIM-0384,DBS,UGA unsupervised bridge,0.002963734830181064,0.9999298084064299,1.0
SIM-0384,DBS,Oracle label bridge,0.0029637348301810723,0.9999298084064299,1.0
SIM-0384,DBS,Standard no-bridge cohort mean,0.1396833578270783,0.3510410292890301,0.0
SIM-0384,DBS,Standard random bridge,0.15981006759730088,0.00218427631605142,0.0
SIM-0105,DBS,UGA unsupervised bridge,0.0054601548502443515,0.9989716532374819,1.0
SIM-0105,DBS,Oracle label bridge,0.005460154850244365,0.9989716532374819,1.0
SIM-0105,DBS,Standard no-bridge cohort mean,0.13222479856442662,0.3968072647238232,0.0
SIM-0105,DBS,Standard random bridge,0.16644957692136975,0.0009108176677527822,0.0
SIM-0498,DBS,UGA unsupervised bridge,0.01693901627270593,0.9945528011328728,1.0
SIM-0498,DBS,Oracle label bridge,0.01693901627270593,0.9945528011328728,1.0
SIM-0498,DBS,Standard no-bridge cohort mean,0.13516056392142736,0.3439177937438354,0.0
SIM-0498,DBS,Standard random bridge,0.16475774826388925,0.006986878300348728,0.0
SIM-0204,DBS,UGA unsupervised bridge,0.003562467302046393,0.9997454873893402,1.0
SIM-0204,DBS,Oracle label bridge,0.0035624673020463785,0.9997454873893402,1.0
SIM-0204,DBS,Standard no-bridge cohort mean,0.13796269019028093,0.366949063424912,0.0
SIM-0204,DBS,Standard random bridge,0.16400050775174888,0.01756078176465971,0.0
SIM-0034,DBS,UGA unsupervised bridge,0.009798384801090854,0.9943812046362979,1.0
SIM-0034,DBS,Oracle label bridge,0.009798384801090862,0.9943812046362981,1.0
SIM-0034,DBS,Standard no-bridge cohort mean,0.11725084608558693,0.4952588280846771,0.0
SIM-0034,DBS,Standard random bridge,0.10220956302985741,0.5317909458299377,0.0
SIM-0271,DBS,UGA unsupervised bridge,0.015318566899380362,0.9954990779125509,1.0
SIM-0271,DBS,Oracle label bridge,0.015318566899380362,0.995499077912551,1.0
SIM-0271,DBS,Standard no-bridge cohort mean,0.12736786687822665,0.3509481162069207,0.0
SIM-0271,DBS,Standard random bridge,0.1495116902934089,0.04025456967825234,0.0
SIM-0035,DBS,UGA unsupervised bridge,0.010764426678787018,0.9978750081308888,1.0
SIM-0035,DBS,Oracle label bridge,0.010764426678787025,0.9978750081308889,1.0
SIM-0035,DBS,Standard no-bridge cohort mean,0.11803018123535003,0.37764514121774834,0.0
SIM-0035,DBS,Standard random bridge,0.12146462182490632,0.347530297650202,0.0
SIM-0516,DBS,UGA unsupervised bridge,0.003577668163438446,0.9999513169466038,1.0
SIM-0516,DBS,Oracle label bridge,0.0035776681634384637,0.9999513169466039,1.0
SIM-0516,DBS,Standard no-bridge cohort mean,0.14537168321245428,0.35258091108206874,1.0
SIM-0516,DBS,Standard random bridge,0.16434198065146335,0.01388709063555906,0.0
SIM-0464,DBS,UGA unsupervised bridge,0.014962301064957495,0.9922268332912094,1.0
SIM-0464,DBS,Oracle label bridge,0.014962301064957488,0.9922268332912095,1.0
SIM-0464,DBS,Standard no-bridge cohort mean,0.13170394867221225,0.41933569506381047,0.0
SIM-0464,DBS,Standard random bridge,0.12970705601064933,0.09955082612910646,0.0
SIM-0208,DBS,UGA unsupervised bridge,0.009363209931942515,0.9980448050996471,1.0
SIM-0208,DBS,Oracle label bridge,0.009363209931942505,0.9980448050996471,1.0
SIM-0208,DBS,Standard no-bridge cohort mean,0.12138326301405833,0.41296693659817085,0.0
SIM-0208,DBS,Standard random bridge,0.043530738971505674,0.936557783772005,1.0
SIM-0467,DBS,UGA unsupervised bridge,0.00918274525173148,0.9983353881921189,1.0
SIM-0467,DBS,Oracle label bridge,0.00918274525173148,0.9983353881921189,1.0
SIM-0467,DBS,Standard no-bridge cohort mean,0.13279384544456008,0.3200719785185546,0.0
SIM-0467,DBS,Standard random bridge,0.16276712546245345,0.002182433879412126,0.0
SIM-0279,DBS,UGA unsupervised bridge,0.017432758448099096,0.9849093129956941,1.0
SIM-0279,DBS,Oracle label bridge,0.01743275844809911,0.9849093129956938,1.0
SIM-0279,DBS,Standard no-bridge cohort mean,0.12251092561585271,0.4100827663736053,0.0
SIM-0279,DBS,Standard random bridge,0.12783862506704147,0.11941961721179992,0.0
SIM-0444,DBS,UGA unsupervised bridge,0.03274557676185463,0.9738811733395678,1.0
SIM-0444,DBS,Oracle label bridge,0.03274557676185463,0.9738811733395678,1.0
SIM-0444,DBS,Standard no-bridge cohort mean,0.13269871417059834,0.38475611791407,0.0
SIM-0444,DBS,Standard random bridge,0.16503583756198323,0.004426819833485885,0.0
SIM-0246,DBS,UGA unsupervised bridge,0.015911998250235218,0.9892967274063263,1.0
SIM-0246,DBS,Oracle label bridge,0.01591199825023521,0.9892967274063265,1.0
SIM-0246,DBS,Standard no-bridge cohort mean,0.13450470642476353,0.44058436613378277,1.0
SIM-0246,DBS,Standard random bridge,0.12501365580813217,0.2904002770851054,0.0
SIM-0318,DBS,UGA unsupervised bridge,0.004235619875279357,0.9996376043164891,1.0
SIM-0318,DBS,Oracle label bridge,0.004235619875279357,0.9996376043164891,1.0
SIM-0318,DBS,Standard no-bridge cohort mean,0.13545200599745746,0.31456242724312494,0.0
SIM-0318,DBS,Standard random bridge,0.16666666666666666,0.0,0.0
SIM-0292,DBS,UGA unsupervised bridge,0.014240888262651788,0.989402784811478,1.0
SIM-0292,DBS,Oracle label bridge,0.014240888262651788,0.989402784811478,1.0
SIM-0292,DBS,Standard no-bridge cohort mean,0.12054860451847423,0.49433208038372706,0.0
SIM-0292,DBS,Standard random bridge,0.14722054783171865,0.10577892002558088,0.0
SIM-0251,DBS,UGA unsupervised bridge,0.007025222333663252,0.9993327985074928,1.0
SIM-0251,DBS,Oracle label bridge,0.007025222333663252,0.9993327985074928,1.0
SIM-0251,DBS,Standard no-bridge cohort mean,0.12365285643376712,0.3569808529228899,0.0
SIM-0251,DBS,Standard random bridge,0.15728768269812218,0.04617472021655346,0.0
SIM-0209,DBS,UGA unsupervised bridge,0.008731108473094098,0.9977262033694434,1.0
SIM-0209,DBS,Oracle label bridge,0.008731108473094098,0.9977262033694434,1.0
SIM-0209,DBS,Standard no-bridge cohort mean,0.1257066487569849,0.3688189231240241,0.0
SIM-0209,DBS,Standard random bridge,0.1081421496196246,0.40529627277878144,0.0
SIM-0185,DBS,UGA unsupervised bridge,0.008714437343178652,0.9964596131926855,1.0
SIM-0185,DBS,Oracle label bridge,0.008714437343178652,0.9964596131926855,1.0
SIM-0185,DBS,Standard no-bridge cohort mean,0.1374433998577206,0.37977818965900817,0.0
SIM-0185,DBS,Standard random bridge,0.1663944214884934,0.0017120902271412297,0.0
SIM-0159,DBS,UGA unsupervised bridge,0.014831992742332357,0.9936759568078702,1.0
SIM-0159,DBS,Oracle label bridge,0.014831992742332357,0.9936759568078702,1.0
SIM-0159,DBS,Standard no-bridge cohort mean,0.12366559457032995,0.4571336967475506,0.0
SIM-0159,DBS,Standard random bridge,0.16354273134621308,0.018494869667349634,0.0
SIM-0304,DBS,UGA unsupervised bridge,0.006167548122046058,0.9996430577282603,1.0
SIM-0304,DBS,Oracle label bridge,0.006167548122046058,0.9996430577282603,1.0
SIM-0304,DBS,Standard no-bridge cohort mean,0.14666303878864648,0.3225341428963552,0.0
SIM-0304,DBS,Standard random bridge,0.16389494286027825,0.005667557918704506,0.0
SIM-0191,DBS,UGA unsupervised bridge,0.007594619885675602,0.9978820376000221,1.0
SIM-0191,DBS,Oracle label bridge,0.007594619885675602,0.9978820376000221,1.0
SIM-0191,DBS,Standard no-bridge cohort mean,0.13774992550296697,0.4179304497754186,0.0
SIM-0191,DBS,Standard random bridge,0.1599592662114547,0.03724440335127251,0.0
SIM-0366,DBS,UGA unsupervised bridge,0.019929006882912246,0.9892480950628499,1.0
SIM-0366,DBS,Oracle label bridge,0.01992900688291224,0.9892480950628497,1.0
SIM-0366,DBS,Standard no-bridge cohort mean,0.1260432511115148,0.41677580470146686,0.0
SIM-0366,DBS,Standard random bridge,0.16382202540170165,0.0006258435145875583,0.0
SIM-0345,DBS,UGA unsupervised bridge,0.018529021324876715,0.9941112030604122,1.0
SIM-0345,DBS,Oracle label bridge,0.018529021324876726,0.9941112030604122,1.0
SIM-0345,DBS,Standard no-bridge cohort mean,0.12774237201387587,0.38001146934304486,0.0
SIM-0345,DBS,Standard random bridge,0.16288487228614337,0.02008548243256813,0.0
SIM-0351,DBS,UGA unsupervised bridge,0.012304076914298431,0.99586896673352,1.0
SIM-0351,DBS,Oracle label bridge,0.012304076914298431,0.99586896673352,1.0
SIM-0351,DBS,Standard no-bridge cohort mean,0.13649991913309292,0.4149581856749083,0.0
SIM-0351,DBS,Standard random bridge,0.16582384680206982,0.006435722005516253,0.0
SIM-0491,DBS,UGA unsupervised bridge,0.01842663221817625,0.9819359739215837,1.0
SIM-0491,DBS,Oracle label bridge,0.01842663221817625,0.9819359739215837,1.0
SIM-0491,DBS,Standard no-bridge cohort mean,0.11802065037564961,0.529953623887097,1.0
SIM-0491,DBS,Standard random bridge,0.13739693313105125,0.1359701792952942,0.0
SIM-0425,DBS,UGA unsupervised bridge,0.01836945318038781,0.986219928401536,1.0
SIM-0425,DBS,Oracle label bridge,0.01836945318038781,0.986219928401536,1.0
SIM-0425,DBS,Standard no-bridge cohort mean,0.12227317393333419,0.46296129835237404,0.0
SIM-0425,DBS,Standard random bridge,0.1618430974487037,0.027103376388224805,0.0
SIM-0097,DBS,UGA unsupervised bridge,0.0278127309029748,0.9848204438034474,1.0
SIM-0097,DBS,Oracle label bridge,0.027812730902974803,0.9848204438034474,1.0
SIM-0097,DBS,Standard no-bridge cohort mean,0.11136292669827708,0.4305541916143069,1.0
SIM-0097,DBS,Standard random bridge,0.1493092835149199,0.043803310716526586,0.0
SIM-0490,DBS,UGA unsupervised bridge,0.010431068003565518,0.9967364032507724,1.0
SIM-0490,DBS,Oracle label bridge,0.01043106800356551,0.9967364032507724,1.0
SIM-0490,DBS,Standard no-bridge cohort mean,0.13663171154603232,0.3386128499913221,0.0
SIM-0490,DBS,Standard random bridge,0.16212167464941998,0.008412226827964046,0.0
SIM-0080,DBS,UGA unsupervised bridge,0.012867165175430571,0.9966699127020332,1.0
SIM-0080,DBS,Oracle label bridge,0.012867165175430571,0.9966699127020332,1.0
SIM-0080,DBS,Standard no-bridge cohort mean,0.1388975021700273,0.36259145382054536,0.0
SIM-0080,DBS,Standard random bridge,0.1161523231558028,0.17921892650049842,0.0
SIM-0007,DBS,UGA unsupervised bridge,0.029867017797139572,0.970365197200993,1.0
SIM-0007,DBS,Oracle label bridge,0.029867017797139572,0.970365197200993,1.0
SIM-0007,DBS,Standard no-bridge cohort mean,0.10554008427292205,0.5180533723454595,0.0
SIM-0007,DBS,Standard random bridge,0.09076754448225689,0.6528386908632045,0.0
SIM-0385,DBS,UGA unsupervised bridge,0.007806494285405591,0.9988612522154949,1.0
SIM-0385,DBS,Oracle label bridge,0.007806494285405607,0.9988612522154948,1.0
SIM-0385,DBS,Standard no-bridge cohort mean,0.13824618099000344,0.3037680185055928,0.0
SIM-0385,DBS,Standard random bridge,0.1634534512935518,0.0035083384999965205,0.0
SIM-0084,DBS,UGA unsupervised bridge,0.0020079044567799225,0.9999510671666288,1.0
SIM-0084,DBS,Oracle label bridge,0.0020079044567799225,0.9999510671666288,1.0
SIM-0084,DBS,Standard no-bridge cohort mean,0.13674172492328648,0.3479803196989009,0.0
SIM-0084,DBS,Standard random bridge,0.16635264579785314,0.0018543905171263522,0.0
SIM-0064,DBS,UGA unsupervised bridge,0.011312734316335948,0.9966322298168249,1.0
SIM-0064,DBS,Oracle label bridge,0.011312734316335954,0.9966322298168249,1.0
SIM-0064,DBS,Standard no-bridge cohort mean,0.11966673293925807,0.42415149372566546,0.0
SIM-0064,DBS,Standard random bridge,0.056494384669565634,0.8973694634599013,1.0
SIM-0348,DBS,UGA unsupervised bridge,0.009880189213641227,0.9980386089106187,1.0
SIM-0348,DBS,Oracle label bridge,0.009880189213641232,0.9980386089106187,1.0
SIM-0348,DBS,Standard no-bridge cohort mean,0.12103482890476114,0.4694546945039362,0.0
SIM-0348,DBS,Standard random bridge,0.16319874258570413,0.022419765304326277,0.0
SIM-0237,DBS,UGA unsupervised bridge,0.021274913509075333,0.9851722209225381,1.0
SIM-0237,DBS,Oracle label bridge,0.02127491350907532,0.9851722209225382,1.0
SIM-0237,DBS,Standard no-bridge cohort mean,0.11800739114390259,0.43925209461531456,0.0
SIM-0237,DBS,Standard random bridge,0.14067026351073617,0.18938319516127783,0.0
SIM-0008,DBS,UGA unsupervised bridge,0.008282190973222596,0.9989747700840023,1.0
SIM-0008,DBS,Oracle label bridge,0.008282190973222596,0.9989747700840023,1.0
SIM-0008,DBS,Standard no-bridge cohort mean,0.13541532783501034,0.29279917339430567,0.0
SIM-0008,DBS,Standard random bridge,0.1634576020696217,0.0015189374061206848,0.0
SIM-0049,DBS,UGA unsupervised bridge,0.015124759941079736,0.990101267681039,1.0
SIM-0049,DBS,Oracle label bridge,0.015124759941079736,0.990101267681039,1.0
SIM-0049,DBS,Standard no-bridge cohort mean,0.12599051209174297,0.4068048332159591,0.0
SIM-0049,DBS,Standard random bridge,0.0496087789377774,0.9037736400248876,1.0
SIM-0171,DBS,UGA unsupervised bridge,0.01497462333536144,0.9956567172489377,1.0
SIM-0171,DBS,Oracle label bridge,0.01497462333536144,0.9956567172489377,1.0
SIM-0171,DBS,Standard no-bridge cohort mean,0.11147511868767009,0.4340777545015353,0.0
SIM-0171,DBS,Standard random bridge,0.15350286720956993,0.018381482891086088,0.0
SIM-0036,DBS,UGA unsupervised bridge,0.023939074501588702,0.9726754223838222,1.0
SIM-0036,DBS,Oracle label bridge,0.023939074501588702,0.9726754223838222,1.0
SIM-0036,DBS,Standard no-bridge cohort mean,0.10818617131128562,0.541467116217529,0.0
SIM-0036,DBS,Standard random bridge,0.07848017486672958,0.6800514445079423,0.0
SIM-0070,DBS,UGA unsupervised bridge,0.013953597667685993,0.9906721481444567,1.0
SIM-0070,DBS,Oracle label bridge,0.013953597667685983,0.9906721481444565,1.0
SIM-0070,DBS,Standard no-bridge cohort mean,0.11838410235397205,0.467134543159508,0.0
SIM-0070,DBS,Standard random bridge,0.14183009295453564,0.18321564216121558,0.0
SIM-0119,DBS,UGA unsupervised bridge,0.011175421397473037,0.9970088594433874,1.0
SIM-0119,DBS,Oracle label bridge,0.011175421397473044,0.9970088594433874,1.0
SIM-0119,DBS,Standard no-bridge cohort mean,0.1321344533731953,0.3406855049282999,0.0
SIM-0119,DBS,Standard random bridge,0.13418074074601052,0.23407192770279373,0.0
SIM-0373,DBS,UGA unsupervised bridge,0.012285443958678513,0.998497319260233,1.0
SIM-0373,DBS,Oracle label bridge,0.012285443958678513,0.998497319260233,1.0
SIM-0373,DBS,Standard no-bridge cohort mean,0.1396511260699263,0.2576639481457382,0.0
SIM-0373,DBS,Standard random bridge,0.16042367117024195,0.017209466999115478,0.0
SIM-0277,DBS,UGA unsupervised bridge,0.024920479237801153,0.9886855582862082,1.0
SIM-0277,DBS,Oracle label bridge,0.024920479237801153,0.9886855582862082,1.0
SIM-0277,DBS,Standard no-bridge cohort mean,0.12397224903065655,0.31513790482119663,0.0
SIM-0277,DBS,Standard random bridge,0.14663529853965232,0.03220238050341774,0.0
SIM-0039,DBS,UGA unsupervised bridge,0.003702613885543916,0.9996272868207304,1.0
SIM-0039,DBS,Oracle label bridge,0.003702613885543916,0.9996272868207304,1.0
SIM-0039,DBS,Standard no-bridge cohort mean,0.1367706178369341,0.36547934075314614,0.0
SIM-0039,DBS,Standard random bridge,0.16594272016696368,0.0009683884044161683,0.0
SIM-0297,DBS,UGA unsupervised bridge,0.008276410365514903,0.9996006986810152,1.0
SIM-0297,DBS,Oracle label bridge,0.00827641036551491,0.9996006986810152,1.0
SIM-0297,DBS,Standard no-bridge cohort mean,0.1528631375555897,0.2378011834904498,0.0
SIM-0297,DBS,Standard random bridge,0.1627094323353443,0.024430733192353775,0.0
SIM-0072,DBS,UGA unsupervised bridge,0.01355914259077525,0.9876200797987553,0.0
SIM-0072,DBS,Oracle label bridge,0.013559142590775246,0.9876200797987554,0.0
SIM-0072,DBS,Standard no-bridge cohort mean,0.10808463667205688,0.5639598223434269,0.0
SIM-0072,DBS,Standard random bridge,0.11776305329138265,0.3342494471253354,0.0
SIM-0108,DBS,UGA unsupervised bridge,0.010953156657482886,0.9960012416190428,1.0
SIM-0108,DBS,Oracle label bridge,0.010953156657482886,0.9960012416190428,1.0
SIM-0108,DBS,Standard no-bridge cohort mean,0.135201495038229,0.407776745968408,0.0
SIM-0108,DBS,Standard random bridge,0.16600044400099034,0.005027507242734667,0.0
SIM-0221,DBS,UGA unsupervised bridge,0.023084898237012454,0.9862694548136438,1.0
SIM-0221,DBS,Oracle label bridge,0.023084898237012454,0.9862694548136438,1.0
SIM-0221,DBS,Standard no-bridge cohort mean,0.13980247874879603,0.31705415704099743,0.0
SIM-0221,DBS,Standard random bridge,0.16261864340426216,0.010413680400321644,0.0
SIM-0515,ID,UGA unsupervised bridge,0.009512918093334656,0.9961563805593799,1.0
SIM-0515,ID,Oracle label bridge,0.009512918093334656,0.9961563805593799,1.0
SIM-0515,ID,Standard no-bridge cohort mean,0.13304236857892418,0.4507229795376052,0.0
SIM-0515,ID,Standard random bridge,0.08639433724286609,0.5391321337083627,0.0
SIM-0155,ID,UGA unsupervised bridge,0.004572757776362639,0.9997586630137452,1.0
SIM-0155,ID,Oracle label bridge,0.004572757776362656,0.9997586630137452,1.0
SIM-0155,ID,Standard no-bridge cohort mean,0.13763164680853576,0.29864457021626795,0.0
SIM-0155,ID,Standard random bridge,0.16097840075968745,0.009705968839656801,0.0
SIM-0168,ID,UGA unsupervised bridge,0.013921897031769132,0.9937874393484293,1.0
SIM-0168,ID,Oracle label bridge,0.013921897031769116,0.9937874393484292,1.0
SIM-0168,ID,Standard no-bridge cohort mean,0.1283645507285259,0.4695165845797605,0.0
SIM-0168,ID,Standard random bridge,0.16626715968952627,0.0004063000650051358,0.0
