Endpoint tier,Endpoint,Representation,Model,Primary metric,Selected feature-set label,Selected total features,Selected Bio MAF features,Selected Bio MAF blocks,Includes mutational signatures,Includes exact driver genes,Includes optional burden controls,Outer folds selected,Outer folds evaluated,Fold selection fraction,Mean inner-validation score,Mean outer-fold score,Selection interpretation
Main,HRD42 high/low,Bio MAF v4,Elastic net,AUROC,Compact biology + hotspot summaries,125,125,Compact biological annotation core; cancer hotspot summaries,No,No,No,2,5,0.4,0.8495999999999999,0.8166043010752688,Selected in 2 of 5 outer folds.
Main,HRD42 high/low,Bio MAF v4,Elastic net,AUROC,Compact biology only,121,121,Compact biological annotation core,No,No,No,1,5,0.2,0.8362666666666667,0.8869333333333334,Selected in 1 of 5 outer folds.
Main,HRD42 high/low,Bio MAF v4,XGBoost,AUROC,Compact biology + exact driver genes,923,923,Compact biological annotation core; exact consensus driver-gene identity,No,Yes,No,2,5,0.4,0.8859333333333335,0.8897333333333333,Selected in 2 of 5 outer folds.
Main,HRD42 high/low,Bio MAF v4,XGBoost,AUROC,Full core + optional burden/composition controls,948,948,Compact biological annotation core; external evidence-confidence controls; exact consensus driver-gene identity; cancer hotspot summaries; optional burden and event-composition controls,No,Yes,Yes,1,5,0.2,0.8592,0.9473118279569892,Selected in 1 of 5 outer folds.
Main,HRD42 high/low,Bio MAF v4,XGBoost,AUROC,Full strict Bio MAF core,943,943,Compact biological annotation core; external evidence-confidence controls; exact consensus driver-gene identity; cancer hotspot summaries,No,Yes,No,2,5,0.4,0.8809333333333333,0.8354838709677419,Selected in 2 of 5 outer folds.
Main,HRD42 high/low,Signatures + Bio MAF v4,Elastic net,AUROC,Signatures + Compact biology + evidence-confidence controls,319,137,Compact biological annotation core; external evidence-confidence controls,Yes,No,No,3,5,0.6,0.9147555555555554,0.8978853046594982,Selected in 3 of 5 outer folds.
Main,HRD42 high/low,Signatures + Bio MAF v4,Elastic net,AUROC,Signatures + Compact biology + exact driver genes,1105,923,Compact biological annotation core; exact consensus driver-gene identity,Yes,Yes,No,1,5,0.2,0.8397333333333334,0.8533333333333334,Selected in 1 of 5 outer folds.
Main,HRD42 high/low,Signatures + Bio MAF v4,Elastic net,AUROC,Signatures + Full strict Bio MAF core,1125,943,Compact biological annotation core; external evidence-confidence controls; exact consensus driver-gene identity; cancer hotspot summaries,Yes,Yes,No,1,5,0.2,0.8693333333333334,0.9209677419354838,Selected in 1 of 5 outer folds.
Main,HRD42 high/low,Signatures + Bio MAF v4,XGBoost,AUROC,Signatures + Compact biology + evidence-confidence controls,319,137,Compact biological annotation core; external evidence-confidence controls,Yes,No,No,1,5,0.2,0.9645333333333334,0.9024,Selected in 1 of 5 outer folds.
Main,HRD42 high/low,Signatures + Bio MAF v4,XGBoost,AUROC,Signatures + Full core + optional burden/composition controls,1130,948,Compact biological annotation core; external evidence-confidence controls; exact consensus driver-gene identity; cancer hotspot summaries; optional burden and event-composition controls,Yes,Yes,Yes,2,5,0.4,0.9324,0.9456989247311827,Selected in 2 of 5 outer folds.
Main,HRD42 high/low,Signatures + Bio MAF v4,XGBoost,AUROC,Signatures + Full strict Bio MAF core,1125,943,Compact biological annotation core; external evidence-confidence controls; exact consensus driver-gene identity; cancer hotspot summaries,Yes,Yes,No,2,5,0.4,0.9182666666666666,0.9160709677419354,Selected in 2 of 5 outer folds.
Main,Cancer type (top 20),Bio MAF v4,Elastic net,Balanced accuracy,Compact biology + exact driver genes,923,923,Compact biological annotation core; exact consensus driver-gene identity,No,Yes,No,1,5,0.2,0.5694152073521062,0.5488374124636126,Selected in 1 of 5 outer folds.
Main,Cancer type (top 20),Bio MAF v4,Elastic net,Balanced accuracy,Full core + optional burden/composition controls,948,948,Compact biological annotation core; external evidence-confidence controls; exact consensus driver-gene identity; cancer hotspot summaries; optional burden and event-composition controls,No,Yes,Yes,3,5,0.6,0.5797719000377305,0.583541669600924,Selected in 3 of 5 outer folds.
Main,Cancer type (top 20),Bio MAF v4,Elastic net,Balanced accuracy,Full strict Bio MAF core,943,943,Compact biological annotation core; external evidence-confidence controls; exact consensus driver-gene identity; cancer hotspot summaries,No,Yes,No,1,5,0.2,0.5815888433262958,0.5563819894995705,Selected in 1 of 5 outer folds.
Main,Cancer type (top 20),Bio MAF v4,XGBoost,Balanced accuracy,Compact biology + exact driver genes,923,923,Compact biological annotation core; exact consensus driver-gene identity,No,Yes,No,1,5,0.2,0.6504828666752271,0.6500310655585014,Selected in 1 of 5 outer folds.
Main,Cancer type (top 20),Bio MAF v4,XGBoost,Balanced accuracy,Full core + optional burden/composition controls,948,948,Compact biological annotation core; external evidence-confidence controls; exact consensus driver-gene identity; cancer hotspot summaries; optional burden and event-composition controls,No,Yes,Yes,3,5,0.6,0.6483660280496474,0.6678991983750519,Selected in 3 of 5 outer folds.
Main,Cancer type (top 20),Bio MAF v4,XGBoost,Balanced accuracy,Full strict Bio MAF core,943,943,Compact biological annotation core; external evidence-confidence controls; exact consensus driver-gene identity; cancer hotspot summaries,No,Yes,No,1,5,0.2,0.6685662326818183,0.6552361773512538,Selected in 1 of 5 outer folds.
Main,Cancer type (top 20),Signatures + Bio MAF v4,Elastic net,Balanced accuracy,Signatures + Full core + optional burden/composition controls,1130,948,Compact biological annotation core; external evidence-confidence controls; exact consensus driver-gene identity; cancer hotspot summaries; optional burden and event-composition controls,Yes,Yes,Yes,3,5,0.6,0.6732490138519213,0.679878633561621,Selected in 3 of 5 outer folds.
Main,Cancer type (top 20),Signatures + Bio MAF v4,Elastic net,Balanced accuracy,Signatures + Full strict Bio MAF core,1125,943,Compact biological annotation core; external evidence-confidence controls; exact consensus driver-gene identity; cancer hotspot summaries,Yes,Yes,No,2,5,0.4,0.6572904454292721,0.6608812718558055,Selected in 2 of 5 outer folds.
Main,Cancer type (top 20),Signatures + Bio MAF v4,XGBoost,Balanced accuracy,Signatures + Full core + optional burden/composition controls,1130,948,Compact biological annotation core; external evidence-confidence controls; exact consensus driver-gene identity; cancer hotspot summaries; optional burden and event-composition controls,Yes,Yes,Yes,2,5,0.4,0.7318482739415316,0.7427991489682625,Selected in 2 of 5 outer folds.
Main,Cancer type (top 20),Signatures + Bio MAF v4,XGBoost,Balanced accuracy,Signatures + Full strict Bio MAF core,1125,943,Compact biological annotation core; external evidence-confidence controls; exact consensus driver-gene identity; cancer hotspot summaries,Yes,Yes,No,3,5,0.6,0.7384038830956049,0.734375767950208,Selected in 3 of 5 outer folds.
Main,Overall survival,Bio MAF v4,CoxNet,Harrell C-index,Compact biology + exact driver genes,923,923,Compact biological annotation core; exact consensus driver-gene identity,No,Yes,No,2,5,0.4,0.6175779995909176,0.632044798515017,Selected in 2 of 5 outer folds.
