sample,endpoint,muat_feature_1,muat_feature_2,muat_feature_3,muat_feature_4,muat_feature_5,muat_feature_6,muat_feature_7,muat_feature_8,muat_feature_9,muat_feature_10,muat_feature_11,muat_feature_12,muat_feature_13,muat_feature_14,muat_feature_15,muat_feature_16,muat_feature_17,muat_feature_18,muat_feature_19,muat_feature_20,muat_feature_21,muat_feature_22,muat_feature_23,muat_feature_24
TCGA-BJ-A2NA,cancer_type_top20,-0.0737256109714508,0.1941020935773849,0.1613765060901641,-0.0305409356951713,0.0082026105374097,0.00497951451689,-0.2428499013185501,-0.0484702512621879,0.2408432811498642,-0.5332909226417542,0.2835045456886291,0.3087871074676513,0.2319454550743103,-0.106866255402565,-0.0133592300117015,0.1620315313339233,0.1367844343185424,-0.2608624994754791,-0.0599665790796279,0.1091335341334343,-0.1480983197689056,0.6733508706092834,0.3562978208065033,-0.0476623550057411
TCGA-BJ-A45G,cancer_type_top20,-0.1931181102991104,-0.3165318965911865,0.0791580975055694,-0.4297812581062317,-0.1406210511922836,0.3312841355800628,-0.4040879309177398,-0.1484557688236236,-0.101106658577919,0.3909786641597748,0.1482914090156555,0.0307845342904329,0.1610606014728546,-0.3993850946426391,0.1398563981056213,-0.3864217102527618,0.0919531434774398,0.2258273959159851,0.1272012889385223,0.0716011598706245,0.1130290925502777,0.5256087183952332,0.1272852420806884,0.0724486336112022
TCGA-BK-A26L,cancer_type_top20,-0.193972960114479,-0.2933870553970337,-0.1165605038404464,-0.1721730828285217,-0.0749051421880722,0.0562278404831886,-0.1789898574352264,-0.3451868295669555,0.395327627658844,0.197167232632637,0.0225104242563247,0.0916942209005355,0.0559667572379112,-0.1531203985214233,0.2664430737495422,-0.1069566532969474,-0.0131643787026405,0.129421591758728,0.062444120645523,0.1718252003192901,0.2762609422206878,0.3158908784389496,-0.0253535024821758,0.002737914212048
TCGA-BP-4962,cancer_type_top20,0.052904937416315,0.2171241641044616,-0.0828569680452346,0.0105990245938301,-0.1053529232740402,0.0179549492895603,-0.1328368484973907,0.1110386997461319,0.1859693974256515,-0.3964905738830566,0.0028055533766746,0.1943554729223251,0.3417802155017853,-0.0816570222377777,-0.0380288623273372,-0.0311568900942802,0.0839544236660003,0.0397454984486103,0.1557572036981582,0.1729210615158081,0.0463301129639148,0.2838126122951507,0.2178926318883896,-0.185675710439682
TCGA-C4-A0F1,cancer_type_top20,0.0013239122927188,0.2638658583164215,0.0228886567056179,-0.2035422176122665,-0.1056726276874542,-0.0950181633234024,-0.1108591705560684,-0.053866297006607,0.2570598721504211,-0.3899831771850586,0.1777667701244354,0.2666161656379699,0.2815756797790527,-0.2273973524570465,-0.0944519340991973,0.1708860993385315,0.1449188590049743,-0.2675712704658508,0.1479978412389755,0.1030685678124427,-0.1055211126804351,0.4488111436367035,0.3387475311756134,-0.0683345422148704
TCGA-C5-A7CG,cancer_type_top20,-0.1137412190437316,-0.1566100567579269,-0.0546991750597953,-0.1933834254741668,0.0083581693470478,0.1489748954772949,-0.260988712310791,-0.3485802710056305,0.1482815742492675,0.1379433125257492,0.0751567706465721,0.0541126504540443,0.065758042037487,-0.3277375698089599,0.1639277637004852,-0.1248972862958908,-0.0307798013091087,0.2107387781143188,0.0095828082412481,0.0525226965546608,0.2330575436353683,0.3227544128894806,-0.0206972882151603,0.1020888313651084
TCGA-CG-5728,cancer_type_top20,-0.1525579392910003,-0.21059450507164,-0.0385558903217315,-0.2639704942703247,-0.0102371536195278,0.0939373821020126,-0.2820018231868744,-0.337794542312622,0.1625400185585022,0.1592089086771011,0.1685117781162262,0.0591224730014801,0.1531243771314621,-0.1344949901103973,0.2726737856864929,-0.1442897170782089,-0.0406507104635238,0.1440654397010803,0.1168653145432472,0.1355708837509155,0.2872693538665771,0.3822027444839477,0.0093052592128515,-0.0318437777459621
TCGA-CR-7395,cancer_type_top20,-0.1611501574516296,-0.2184394150972366,-0.0607873499393463,-0.2148438692092895,0.0291343368589878,0.0341681987047195,-0.3737113177776336,-0.3475569486618042,0.2847578227519989,0.279718667268753,0.2180425822734832,0.1319143772125244,-0.088161252439022,0.0386475473642349,0.1492186933755874,-0.0575612932443618,-0.0535267516970634,-0.139303058385849,0.0702545419335365,0.2281406819820404,0.3772972822189331,0.2934855818748474,-0.003057088702917,-0.1232090443372726
TCGA-CU-A5W6,cancer_type_top20,-0.2234344184398651,-0.1808941662311554,-0.1427206397056579,-0.2681651413440704,-0.0931071192026138,0.0116978120058774,-0.4718291163444519,-0.3947511315345764,0.34259033203125,0.2897693514823913,0.151313304901123,0.1971926391124725,-0.058052934706211,-0.0621323361992836,0.062540203332901,-0.2069232612848281,-0.0695224031805992,-0.1846713423728943,0.017642943188548,0.3003348708152771,0.3236955404281616,0.2649015188217163,-0.1616353541612625,-0.2044626921415329
TCGA-CV-7243,cancer_type_top20,0.0581978000700473,0.305776834487915,0.0047421865165233,-0.0664082244038581,-0.0791354924440383,0.0358046181499958,-0.2067451775074005,-0.0366541147232055,0.1133823841810226,-0.3142691850662231,0.1677956283092498,0.0502178259193897,0.2964727878570556,-0.0585941560566425,-0.076431468129158,0.0762524008750915,0.1667151749134063,-0.2281758189201355,0.0678484812378883,0.015766829252243,-0.0315745584666729,0.4527612030506134,0.2623040974140167,-0.1979922354221344
